Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-439,586,Male,Healthcare Representative,Married,Yes,Y,2,35,1,1276,16,Bachelor's Degree,1,4,72,3,3,3,7632,14295,4,12,3,3,80,0,10,3,8,7,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1024,1829,Female,Healthcare Representative,Divorced,No,Y,3,40,1,750,12,Bachelor's Degree,1,2,47,3,2,1,4448,10748,2,12,3,2,80,1,15,3,7,4,7,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1025,1822,Female,Healthcare Representative,Divorced,No,Y,3,40,1,1194,1,Bachelor's Degree,1,3,52,3,2,4,6513,9060,4,17,3,4,80,1,12,3,5,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1066,1529,Female,Healthcare Representative,Single,No,Y,3,35,1,1029,16,Bachelor's Degree,1,4,91,2,3,2,8606,21195,1,19,3,4,80,0,11,1,11,8,3,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1175,1971,Male,Healthcare Representative,Married,No,Y,1,43,1,574,11,Bachelor's Degree,1,1,30,3,3,3,7510,16873,1,17,3,2,80,1,10,3,10,9,0,9
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1215,1814,Male,Healthcare Representative,Single,No,Y,3,41,1,447,5,Bachelor's Degree,1,2,85,4,2,2,6870,15530,3,12,3,1,80,0,11,1,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1281,1703,Female,Healthcare Representative,Married,Yes,Y,2,44,1,921,2,Bachelor's Degree,1,3,96,4,3,4,7879,14810,1,19,3,2,80,1,9,3,8,7,6,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1324,1790,Male,Healthcare Representative,Married,Yes,Y,1,36,1,1383,10,Bachelor's Degree,1,4,90,3,3,1,8321,25949,7,13,3,4,80,1,15,3,12,8,5,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1787,2195,Female,Healthcare Representative,Married,No,Y,1,43,1,1001,7,Bachelor's Degree,1,3,43,3,3,1,9985,9262,8,16,3,1,80,1,10,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1892,2300,Male,Healthcare Representative,Married,Yes,Y,2,35,1,1276,16,Bachelor's Degree,1,4,72,3,3,3,7632,14295,4,12,3,3,80,0,10,3,8,7,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2477,2885,Female,Healthcare Representative,Divorced,No,Y,3,40,1,750,12,Bachelor's Degree,1,2,47,3,2,1,4448,10748,2,12,3,2,80,1,15,3,7,4,7,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2478,2886,Female,Healthcare Representative,Divorced,No,Y,3,40,1,1194,1,Bachelor's Degree,1,3,52,3,2,4,6513,9060,4,17,3,4,80,1,12,3,5,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2519,2927,Female,Healthcare Representative,Single,No,Y,3,35,1,1029,16,Bachelor's Degree,1,4,91,2,3,2,8606,21195,1,19,3,4,80,0,11,1,11,8,3,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2628,3036,Male,Healthcare Representative,Married,No,Y,1,43,1,574,11,Bachelor's Degree,1,1,30,3,3,3,7510,16873,1,17,3,2,80,1,10,3,10,9,0,9
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2668,3076,Male,Healthcare Representative,Single,No,Y,3,41,1,447,5,Bachelor's Degree,1,2,85,4,2,2,6870,15530,3,12,3,1,80,0,11,1,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2734,3142,Female,Healthcare Representative,Married,Yes,Y,2,44,1,921,2,Bachelor's Degree,1,3,96,4,3,4,7879,14810,1,19,3,2,80,1,9,3,8,7,6,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2777,3185,Male,Healthcare Representative,Married,Yes,Y,1,36,1,1383,10,Bachelor's Degree,1,4,90,3,3,1,8321,25949,7,13,3,4,80,1,15,3,12,8,5,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-75,97,Female,Laboratory Technician,Married,No,Y,3,36,1,132,6,Bachelor's Degree,1,2,55,4,1,4,3038,22002,3,12,3,2,80,0,5,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-270,373,Male,Laboratory Technician,Married,No,Y,4,36,1,1403,6,Bachelor's Degree,1,4,47,3,1,4,3210,20251,0,11,3,3,80,1,16,3,15,13,10,11
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-387,515,Female,Laboratory Technician,Divorced,No,Y,2,37,1,1107,14,Bachelor's Degree,1,4,95,3,1,1,3034,26914,1,12,3,3,80,1,18,2,18,7,12,17
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-431,577,Male,Laboratory Technician,Single,No,Y,2,35,1,144,22,Bachelor's Degree,1,4,46,1,1,3,4230,19225,0,15,3,3,80,0,6,3,5,4,4,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-644,894,Female,Laboratory Technician,Married,Yes,Y,1,42,1,1265,3,Bachelor's Degree,1,3,95,4,2,4,5231,23726,2,13,3,2,80,1,17,2,5,3,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1200,1596,Male,Laboratory Technician,Married,No,Y,3,35,1,750,28,Bachelor's Degree,1,2,46,4,2,3,3407,25348,1,17,3,4,80,2,10,2,10,9,6,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1209,1659,Male,Laboratory Technician,Single,No,Y,4,36,1,311,7,Bachelor's Degree,1,1,77,3,1,2,2013,10950,2,11,3,3,80,0,15,3,4,3,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1227,1860,Male,Laboratory Technician,Single,No,Y,3,42,1,1142,8,Bachelor's Degree,1,4,81,3,1,3,3968,13624,4,13,3,4,80,0,8,3,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1528,1936,Female,Laboratory Technician,Married,No,Y,3,36,1,132,6,Bachelor's Degree,1,2,55,4,1,4,3038,22002,3,12,3,2,80,0,5,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1723,2131,Male,Laboratory Technician,Married,No,Y,4,36,1,1403,6,Bachelor's Degree,1,4,47,3,1,4,3210,20251,0,11,3,3,80,1,16,3,15,13,10,11
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1840,2248,Female,Laboratory Technician,Divorced,No,Y,2,37,1,1107,14,Bachelor's Degree,1,4,95,3,1,1,3034,26914,1,12,3,3,80,1,18,2,18,7,12,17
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1884,2292,Male,Laboratory Technician,Single,No,Y,2,35,1,144,22,Bachelor's Degree,1,4,46,1,1,3,4230,19225,0,15,3,3,80,0,6,3,5,4,4,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2097,2505,Female,Laboratory Technician,Married,Yes,Y,1,42,1,1265,3,Bachelor's Degree,1,3,95,4,2,4,5231,23726,2,13,3,2,80,1,17,2,5,3,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2653,3061,Male,Laboratory Technician,Married,No,Y,3,35,1,750,28,Bachelor's Degree,1,2,46,4,2,3,3407,25348,1,17,3,4,80,2,10,2,10,9,6,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2662,3070,Male,Laboratory Technician,Single,No,Y,4,36,1,311,7,Bachelor's Degree,1,1,77,3,1,2,2013,10950,2,11,3,3,80,0,15,3,4,3,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2680,3088,Male,Laboratory Technician,Single,No,Y,3,42,1,1142,8,Bachelor's Degree,1,4,81,3,1,3,3968,13624,4,13,3,4,80,0,8,3,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-277,381,Female,Manager,Divorced,No,Y,6,35,1,1315,22,Bachelor's Degree,1,2,71,4,3,2,11996,19100,7,18,3,2,80,1,10,2,7,7,6,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1165,2031,Male,Manager,Married,No,Y,2,42,1,300,2,Bachelor's Degree,1,1,56,3,5,3,18880,17312,5,11,3,1,80,0,24,2,22,6,4,14
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1730,2138,Female,Manager,Divorced,No,Y,6,35,1,1315,22,Bachelor's Degree,1,2,71,4,3,2,11996,19100,7,18,3,2,80,1,10,2,7,7,6,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2618,3026,Male,Manager,Married,No,Y,2,42,1,300,2,Bachelor's Degree,1,1,56,3,5,3,18880,17312,5,11,3,1,80,0,24,2,22,6,4,14
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-449,601,Female,Manufacturing Director,Single,No,Y,3,40,1,302,6,Bachelor's Degree,1,2,75,3,4,3,13237,20364,7,15,3,3,80,0,22,3,20,6,5,13
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-543,743,Female,Manufacturing Director,Single,Yes,Y,4,38,1,168,1,Bachelor's Degree,1,3,81,3,3,3,7861,15397,4,14,3,4,80,0,10,4,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-605,836,Male,Manufacturing Director,Married,No,Y,3,42,1,933,29,Bachelor's Degree,1,2,98,3,2,2,4434,11806,1,13,3,4,80,1,10,2,9,8,7,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-636,880,Female,Manufacturing Director,Married,Yes,Y,2,35,1,607,9,Bachelor's Degree,1,4,66,2,3,3,10685,23457,1,20,4,2,80,1,17,3,17,14,5,15
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-662,920,Female,Manufacturing Director,Divorced,No,Y,2,43,1,177,8,Bachelor's Degree,1,1,55,3,2,2,4765,23814,4,21,4,3,80,1,4,4,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-847,1182,Male,Manufacturing Director,Divorced,No,Y,2,35,1,819,2,Bachelor's Degree,1,3,44,2,3,2,10274,19588,2,18,3,2,80,1,15,4,7,7,6,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-856,1196,Female,Manufacturing Director,Married,No,Y,2,37,1,977,1,Bachelor's Degree,1,4,56,2,2,4,6474,9961,1,13,3,2,80,1,14,2,14,8,3,11
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1049,1628,Female,Manufacturing Director,Married,No,Y,2,40,1,884,15,Bachelor's Degree,1,1,80,2,3,3,10435,25800,1,13,3,4,80,2,18,3,18,15,14,12
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1060,1525,Female,Manufacturing Director,Single,No,Y,3,39,1,1089,6,Bachelor's Degree,1,2,32,3,3,2,8376,9150,4,18,3,4,80,0,9,3,2,0,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1206,1631,Male,Manufacturing Director,Married,No,Y,2,37,1,671,19,Bachelor's Degree,1,3,85,3,2,3,5768,26493,3,17,3,1,80,3,9,2,4,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1287,1641,Female,Manufacturing Director,Single,Yes,Y,2,40,1,448,16,Bachelor's Degree,1,3,84,3,3,4,7945,19948,6,15,3,4,80,0,18,2,4,2,3,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1902,2310,Female,Manufacturing Director,Single,No,Y,3,40,1,302,6,Bachelor's Degree,1,2,75,3,4,3,13237,20364,7,15,3,3,80,0,22,3,20,6,5,13
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1996,2404,Female,Manufacturing Director,Single,Yes,Y,4,38,1,168,1,Bachelor's Degree,1,3,81,3,3,3,7861,15397,4,14,3,4,80,0,10,4,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2058,2466,Male,Manufacturing Director,Married,No,Y,3,42,1,933,29,Bachelor's Degree,1,2,98,3,2,2,4434,11806,1,13,3,4,80,1,10,2,9,8,7,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2089,2497,Female,Manufacturing Director,Married,Yes,Y,2,35,1,607,9,Bachelor's Degree,1,4,66,2,3,3,10685,23457,1,20,4,2,80,1,17,3,17,14,5,15
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2115,2523,Female,Manufacturing Director,Divorced,No,Y,2,43,1,177,8,Bachelor's Degree,1,1,55,3,2,2,4765,23814,4,21,4,3,80,1,4,4,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2300,2708,Male,Manufacturing Director,Divorced,No,Y,2,35,1,819,2,Bachelor's Degree,1,3,44,2,3,2,10274,19588,2,18,3,2,80,1,15,4,7,7,6,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2309,2717,Female,Manufacturing Director,Married,No,Y,2,37,1,977,1,Bachelor's Degree,1,4,56,2,2,4,6474,9961,1,13,3,2,80,1,14,2,14,8,3,11
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2502,2910,Female,Manufacturing Director,Married,No,Y,2,40,1,884,15,Bachelor's Degree,1,1,80,2,3,3,10435,25800,1,13,3,4,80,2,18,3,18,15,14,12
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2513,2921,Female,Manufacturing Director,Single,No,Y,3,39,1,1089,6,Bachelor's Degree,1,2,32,3,3,2,8376,9150,4,18,3,4,80,0,9,3,2,0,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2659,3067,Male,Manufacturing Director,Married,No,Y,2,37,1,671,19,Bachelor's Degree,1,3,85,3,2,3,5768,26493,3,17,3,1,80,3,9,2,4,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2740,3148,Female,Manufacturing Director,Single,Yes,Y,2,40,1,448,16,Bachelor's Degree,1,3,84,3,3,4,7945,19948,6,15,3,4,80,0,18,2,4,2,3,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-391,520,Male,Research Director,Divorced,No,Y,3,43,1,982,12,Bachelor's Degree,1,1,59,2,4,2,14336,4345,1,11,3,3,80,1,25,3,25,10,3,9
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-899,1255,Male,Research Director,Married,No,Y,2,43,1,920,3,Bachelor's Degree,1,3,96,1,5,4,19740,18625,3,14,3,2,80,1,25,3,8,7,0,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1193,1523,Male,Research Director,Married,No,Y,1,44,1,136,28,Bachelor's Degree,1,4,32,3,4,1,16328,22074,3,13,3,3,80,1,24,4,20,6,14,17
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1391,2017,Female,Research Director,Married,Yes,Y,2,37,1,161,10,Bachelor's Degree,1,3,42,4,3,4,13744,15471,1,25,4,1,80,1,16,3,16,11,6,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1844,2252,Male,Research Director,Divorced,No,Y,3,43,1,982,12,Bachelor's Degree,1,1,59,2,4,2,14336,4345,1,11,3,3,80,1,25,3,25,10,3,9
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2352,2760,Male,Research Director,Married,No,Y,2,43,1,920,3,Bachelor's Degree,1,3,96,1,5,4,19740,18625,3,14,3,2,80,1,25,3,8,7,0,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2646,3054,Male,Research Director,Married,No,Y,1,44,1,136,28,Bachelor's Degree,1,4,32,3,4,1,16328,22074,3,13,3,3,80,1,24,4,20,6,14,17
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2844,3252,Female,Research Director,Married,Yes,Y,2,37,1,161,10,Bachelor's Degree,1,3,42,4,3,4,13744,15471,1,25,4,1,80,1,16,3,16,11,6,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-167,227,Male,Research Scientist,Divorced,No,Y,2,41,1,465,14,Bachelor's Degree,1,1,56,3,1,3,2451,4609,4,12,3,1,80,1,13,3,9,8,1,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-196,267,Male,Research Scientist,Married,Yes,Y,3,37,1,290,21,Bachelor's Degree,1,2,65,4,1,1,3564,22977,1,12,3,1,80,1,8,2,8,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-286,391,Female,Research Scientist,Single,No,Y,3,37,1,1372,1,Bachelor's Degree,1,4,42,3,1,4,2115,15881,1,12,3,2,80,0,17,3,17,12,5,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-378,501,Female,Research Scientist,Married,No,Y,3,36,1,329,2,Bachelor's Degree,1,4,96,3,1,3,2543,11868,4,13,3,2,80,1,6,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-960,1346,Male,Research Scientist,Single,No,Y,4,40,1,523,2,Bachelor's Degree,1,3,98,3,2,4,4661,22455,1,13,3,3,80,0,9,3,9,8,8,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1226,1475,Male,Research Scientist,Single,No,Y,3,44,1,1467,20,Bachelor's Degree,1,4,49,3,1,2,3420,21158,1,13,3,3,80,0,6,2,5,2,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1379,1999,Male,Research Scientist,Married,No,Y,3,41,1,642,1,Bachelor's Degree,1,4,76,3,1,4,2782,21412,3,22,4,1,80,1,12,3,5,3,1,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1473,1881,Male,Research Scientist,Single,Yes,Y,3,38,1,371,2,Bachelor's Degree,1,4,45,3,1,4,3944,4306,5,11,3,3,80,0,6,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1620,2028,Male,Research Scientist,Divorced,No,Y,2,41,1,465,14,Bachelor's Degree,1,1,56,3,1,3,2451,4609,4,12,3,1,80,1,13,3,9,8,1,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1649,2057,Male,Research Scientist,Married,Yes,Y,3,37,1,290,21,Bachelor's Degree,1,2,65,4,1,1,3564,22977,1,12,3,1,80,1,8,2,8,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1739,2147,Female,Research Scientist,Single,No,Y,3,37,1,1372,1,Bachelor's Degree,1,4,42,3,1,4,2115,15881,1,12,3,2,80,0,17,3,17,12,5,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1831,2239,Female,Research Scientist,Married,No,Y,3,36,1,329,2,Bachelor's Degree,1,4,96,3,1,3,2543,11868,4,13,3,2,80,1,6,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2413,2821,Male,Research Scientist,Single,No,Y,4,40,1,523,2,Bachelor's Degree,1,3,98,3,2,4,4661,22455,1,13,3,3,80,0,9,3,9,8,8,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2679,3087,Male,Research Scientist,Single,No,Y,3,44,1,1467,20,Bachelor's Degree,1,4,49,3,1,2,3420,21158,1,13,3,3,80,0,6,2,5,2,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2832,3240,Male,Research Scientist,Married,No,Y,3,41,1,642,1,Bachelor's Degree,1,4,76,3,1,4,2782,21412,3,22,4,1,80,1,12,3,5,3,1,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-349,468,Female,Research Director,Single,No,Y,2,42,1,810,23,Doctoral Degree,1,1,44,3,4,4,15992,15901,2,14,3,2,80,0,16,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1802,2210,Female,Research Director,Single,No,Y,2,42,1,810,23,Doctoral Degree,1,1,44,3,4,4,15992,15901,2,14,3,2,80,0,16,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1168,1621,Male,Research Scientist,Married,No,Y,2,35,1,819,18,Doctoral Degree,1,2,48,4,2,1,5208,26312,1,11,3,4,80,0,16,3,16,15,1,10
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2621,3029,Male,Research Scientist,Married,No,Y,2,35,1,819,18,Doctoral Degree,1,2,48,4,2,1,5208,26312,1,11,3,4,80,0,16,3,16,15,1,10
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-665,924,Male,Healthcare Representative,Married,Yes,Y,2,36,1,1425,14,High School,1,3,68,3,2,4,6586,4821,0,17,3,1,80,1,17,2,16,8,4,11
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-677,942,Female,Healthcare Representative,Married,Yes,Y,2,35,1,1137,21,High School,1,4,51,3,2,4,4014,19170,1,25,4,4,80,1,10,1,10,6,0,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-785,1088,Female,Healthcare Representative,Married,No,Y,4,38,1,330,17,High School,1,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,2,19,9,1,9
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2118,2526,Male,Healthcare Representative,Married,Yes,Y,2,36,1,1425,14,High School,1,3,68,3,2,4,6586,4821,0,17,3,1,80,1,17,2,16,8,4,11
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2130,2538,Female,Healthcare Representative,Married,Yes,Y,2,35,1,1137,21,High School,1,4,51,3,2,4,4014,19170,1,25,4,4,80,1,10,1,10,6,0,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2238,2646,Female,Healthcare Representative,Married,No,Y,4,38,1,330,17,High School,1,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,2,19,9,1,9
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-50,63,Male,Laboratory Technician,Married,No,Y,2,35,1,1229,8,High School,1,4,36,4,1,4,2269,4892,1,19,3,4,80,0,1,3,1,0,0,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1503,1911,Male,Laboratory Technician,Married,No,Y,2,35,1,1229,8,High School,1,4,36,4,1,4,2269,4892,1,19,3,4,80,0,1,3,1,0,0,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-739,1026,Female,Manufacturing Director,Married,No,Y,3,39,1,466,1,High School,1,4,65,2,4,4,12742,7060,1,16,3,3,80,1,21,3,21,6,11,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2192,2600,Female,Manufacturing Director,Married,No,Y,3,39,1,466,1,High School,1,4,65,2,4,4,12742,7060,1,16,3,3,80,1,21,3,21,6,11,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-491,662,Female,Research Scientist,Single,No,Y,3,38,1,362,1,High School,1,3,43,3,1,1,2619,14561,3,17,3,4,80,0,8,2,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-578,802,Female,Research Scientist,Divorced,Yes,Y,3,37,1,571,10,High School,1,4,82,3,1,1,2782,19905,0,13,3,2,80,2,6,2,5,3,4,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-892,1246,Female,Research Scientist,Married,No,Y,5,44,1,1117,2,High School,1,1,72,4,1,4,2011,19982,1,13,3,4,80,1,10,3,10,5,7,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-925,1291,Male,Research Scientist,Married,Yes,Y,3,35,1,735,6,High School,1,3,66,3,1,3,3506,6020,0,14,3,4,80,0,4,3,3,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-990,1394,Male,Research Scientist,Married,Yes,Y,2,37,1,1439,4,High School,1,3,54,3,1,3,2996,5182,7,15,3,4,80,0,8,3,6,4,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1212,2014,Male,Research Scientist,Single,No,Y,2,39,1,116,24,High School,1,1,52,3,2,4,4108,5340,7,13,3,1,80,0,18,3,7,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1944,2352,Female,Research Scientist,Single,No,Y,3,38,1,362,1,High School,1,3,43,3,1,1,2619,14561,3,17,3,4,80,0,8,2,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2031,2439,Female,Research Scientist,Divorced,Yes,Y,3,37,1,571,10,High School,1,4,82,3,1,1,2782,19905,0,13,3,2,80,2,6,2,5,3,4,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2345,2753,Female,Research Scientist,Married,No,Y,5,44,1,1117,2,High School,1,1,72,4,1,4,2011,19982,1,13,3,4,80,1,10,3,10,5,7,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2378,2786,Male,Research Scientist,Married,Yes,Y,3,35,1,735,6,High School,1,3,66,3,1,3,3506,6020,0,14,3,4,80,0,4,3,3,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2443,2851,Male,Research Scientist,Married,Yes,Y,2,37,1,1439,4,High School,1,3,54,3,1,3,2996,5182,7,15,3,4,80,0,8,3,6,4,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2665,3073,Male,Research Scientist,Single,No,Y,2,39,1,116,24,High School,1,1,52,3,2,4,4108,5340,7,13,3,1,80,0,18,3,7,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-288,393,Male,Healthcare Representative,Divorced,No,Y,2,38,1,688,23,Master's Degree,1,4,82,3,2,4,5745,18899,9,14,3,2,80,1,10,3,2,2,1,2
